smiles_string,d_exp_CH4,d_exp_CO2,d_exp_H2,d_exp_He,d_exp_N2,d_exp_O2,d_sim_CH4,d_sim_CO2,d_sim_N2,d_sim_O2,p_exp_CH4,p_exp_CO2,p_exp_H2,p_exp_He,p_exp_N2,p_exp_O2,p_sim_CH4,p_sim_CO2,p_sim_N2,p_sim_O2,s_exp_CH4,s_exp_CO2,s_exp_H2,s_exp_He,s_exp_N2,s_exp_O2,s_sim_CH4,s_sim_CO2,s_sim_N2,s_sim_O2
[*]c1cc(Br)c(OC(=O)Oc2c(Br)cc(C([*])(C)C)cc2Br)c(Br)c1,-8.728158393,-7.728158393,,-5.299296283,-8.384049948,-7.772113295,-10.53461715,,-7.982966661,-6.779891912,-10.29584948,-8.742321425,-8.366531544,-8.229884705,-10.00174066,-9.254144805,-11.60730305,,-9.779891912,-8.341035157,-1.567691082,-1.014163031,,-2.930588338,-1.617690709,-1.482031508,-1.072020184,-0.309423159,-1.79571792,-1.561585617
[*]c1cc(Br)c(OC(=O)c2cccc(C(=O)Oc3c(Br)cc(C([*])(C)C)cc3Br)c2)c(Br)c1,,,,,,,,,,,-10.30980392,-8.910094889,-8.749579998,-8.787812396,-10.28903688,-9.474955193,,,,,,,,,,,,,,
[*]c1cc(Br)c(OCC(=O)c2cccc(C(=O)Oc3c(Br)cc(C([*])(C)C)cc3Br)c2)c(Br)c1,,,,,,,,,,,-10.84771166,-9.307153081,-8.73754891,-8.787812396,-10.74472749,-9.886056648,,,,,,,,,,,,,,
[*]c1cc(C(=O)O)cc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,,,,,-10.92081875,,,,,,,,,,,,,,,,,,,,,,,,,
[*]c1cc(C(=O)OC)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3C2=O)c1,,,,,,,,,,,,-9.928117993,-9.273272791,,-11.46852108,-10.63078414,,,,,,,,,,,,,,
[*]c1cc(C(=O)OCC)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3C2=O)c1,,,,,,,,,,,,-9.645891561,-9.108462542,,-11.11350927,-10.27654433,,,,,,,,,,,,,,
[*]c1cc(C(=O)[O-])cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,,,,,,,,,,,-10.47886192,-8.769551079,-8.304518324,,-10.2487209,-9.448550002,,,,,,,,,,,,,,
[*]c1cc(C(=O)[O-])cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3C2=O)c1,,,,,,,,,,,-11.67985371,-9.779891912,-9.106238238,,-11.44733178,-10.44855,,,,,,,,,,,,,,
[*]c1cc(C)c(-c2ccc(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(Cc5ccc([*])c(C)c5C)C6=O)C(F)(F)F)cc4C3=O)c(C)c2C)cc1C.CC(F)(F)F,,,,,,,,,,,-9.251811973,-7.721246399,-7.677780705,-7.795880017,-9.13667714,-8.494850022,,,,,,,,,,,,,,
[*]c1cc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)c3cc4oc5cc7c(=O)n(-c8c(C)cc([*])cc8C)c(=O)c7cc5oc4cc3C23c2ccccc2C63C(C)C)c(C)c1,,,,,,,,,,,-7.995678626,-6.684029655,-6.625251654,-6.987162775,-8.008773924,-7.30980392,,,,,,,,,,,,,,
[*]c1cc(C)c(C)c(N2C(=O)c3ccc(Oc4cc(C)c(Oc5ccc6c(c5)C(=O)N([*])C6=O)c(C)c4C)cc3C2=O)c1C,,,,,,,,,,,-9.397940009,-7.958607315,-7.886056648,-8.060480747,-9.420216403,-8.744727495,,,,,,,,,,,,,,
[*]c1cc(C)c(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4c(C)cc(-c6cc(C)c([*])cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)c(C)c1.CC(F)(F)F,,,,,,,,,,,-8.823908741,-7.443697499,-7.455931956,-7.638272164,-8.782516056,-8.173925197,,,,,,,,,,,,,,
[*]c1cc(C)c(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4cc(C)c(-c6cc(C)c([*])cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)cc1C.CC(F)(F)F,,,,,,,,,,,-9.721246399,-8.207608311,-8.0,-8.075720714,-9.619788758,-8.920818754,,,,,,,,,,,,,,
[*]c1cc(C)c(Cc2cc(C)c(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4C3=O)cc2C)cc1C,,,,,,,,,,,-11.3990271,-9.642065153,-8.8569852,,-11.19791074,-10.16877031,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C)CCC4(C)c3cc4c(cc32)C(=O)N(c2c(C)cc([*])c3ccccc23)C4=O)c2ccccc12,,,,,,,,,,,-7.3400838,-6.197910742,-6.373659633,-6.801342913,-7.432973634,-6.860120914,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(c3ccccc3-4)c3ccccc3-c3cc4c(cc32)C(=O)N(c2c(C)cc([*])c3ccccc23)C4=O)c2ccccc12,,,,,,,,,,,-7.4867824,-6.327902142,-6.527243551,,-7.645891561,-7.070581074,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)OC2C=C3C(=CC2O4)C2(C(C)C)c4ccccc4C3(C(C)C)c3cc4oc5cc6c(=O)n(-c7c(C)cc([*])c8ccccc78)c(=O)c6cc5oc4cc32)c2ccccc12,,,,,,,,,,,,,,,-7.619788758,-7.062983893,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)OC2C=C3C(=CC2O4)C2(C(C)C)c4ccccc4C3(C(C)C)c3cc4oc5cc6c(=O)n(-c7c(C)cc([*])cc7C)c(=O)c6cc5oc4cc32)c(C)c1,,,,,,,,,,,,,-6.612610174,,-7.882728704,-7.235077015,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)Oc4ccc(C(c5ccc(OC(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3C2=O)c(C)c1,,,,,,,,,,,,,-8.420216403,,-10.26042766,-9.519993057,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1C,,,,,,,,,,,-9.970616222,-8.369572125,-7.924453039,,-9.573488739,-8.872895202,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(-c6cc(C)c([*])cc6C)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,,,,,,,,,,,-8.910094889,-7.630784143,,,-8.872895202,-8.259637311,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])c6ccccc46)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c2ccccc12,,,,,,,,,,,-8.399027104,-7.018634491,,,-8.43062609,-7.850780887,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc6c(c5)C(=O)N(c5c(C)cc([*])cc5C)C6=O)cc4C(C)(C)C)cc3C2=O)c(C)c1,,,,,,,,,,,-9.251811973,-8.022276395,-7.823908741,,-9.30980392,-8.657577319,,,,,,,,,,,,,,
[*]c1cc(C)c(N2C(=O)c3ccc(Oc4cc(C)c(Oc5ccc6c(c5)C(=O)N(c5c(C)cc([*])cc5C)C6=O)c(C)c4C)cc3C2=O)c(C)c1,,,,,,,,,,,-9.920818754,-8.408935393,-8.259637311,-8.408935393,-9.920818754,-9.187086643,,,,,,,,,,,,,,
[*]c1cc(C)c(NC(=O)c2ccc(Oc3cc(C(C)(C)C)c(Oc4ccc(C(=O)Nc5c(C)cc(C([*])(C)C)cc5C)cc4)cc3C(C)(C)C)cc2)c(C)c1,,,,,,,,,,,-9.649751982,-8.366531544,,-8.22184875,-9.761953897,-9.027797162,,,,,,,,,,,,,,
[*]c1cc(C)c(OC(=O)CCCCC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,,,,,,,,,-6.671620397,,,,,,,,,,-8.950781977,,,,,,,,,,-2.27816318,
[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,-7.504455662,-6.661543506,,-4.744727495,-7.013228266,-6.508638306,-8.008773924,-7.435333936,-7.446116973,-5.525783736,-9.333482019,-7.954677021,-7.899629455,-7.692503962,-9.110698297,-8.494850022,-9.133712661,-7.991399828,-9.274905479,-7.170696227,-1.829026361,-1.293133516,,-2.947776382,-2.097470017,-1.986211701,-1.12487981,-0.554583996,-1.828384781,-1.644822534
[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,-8.061480275,-7.257274869,,-4.995678626,-7.609064893,-7.054531415,-7.642065153,-7.261219442,-6.1837587,-6.801342913,-10.0619809,-8.732828272,-8.494850022,-8.334419009,-9.962573502,-9.254144805,-8.906578315,-7.882728704,-8.199970641,-8.590066877,-2.000500639,-1.475553401,,-3.338740233,-2.353508639,-2.199613372,-1.263760653,-0.622146193,-2.016129305,-1.78937996
[*]c1cc(C)c(OC(=O)c2cc(C(=O)Oc3c(C)cc(C([*])(C)C)cc3C)cc(C(C)(C)C)c2)c(C)c1,,,,,,,,,,,-9.565431096,-8.343901798,-8.017728767,-8.142667504,-9.585026652,-8.899629455,,,,,,,,,,,,,,
[*]c1cc(C)c(OC(=O)c2ccc(Oc3c(C)cc(C([*])(C)C)cc3C)cc2)c(C)c1,,,,,,,,,,,-9.879426069,-9.327902142,,-8.301029996,-9.844663963,-9.13667714,,,,,,,,,,,,,,
[*]c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C([*])(C)C)cc3Br)c2)c(Br)c1,,,,,,,,,,,-9.974694135,-8.643974143,,,-9.974694135,-9.202732459,,,,,,,,,,,,,,
[*]c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C([*])(C)C)cc3C)c2)c(C)c1,,,,,,,,,,,-10.326058,-8.920818754,-8.413412695,-8.468521083,-10.23732144,-9.4867824,,,,,,,,,,,,,,
[*]c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C4([*])c5ccccc5-c5ccccc54)cc3Br)c2)c(Br)c1,,,,,,,,,,,-9.48148606,-8.148741651,,,-9.555955204,-8.812479279,,,,,,,,,,,,,,
[*]c1cc(C)c(OC(=O)c2cccc(Oc3c(C)cc(C([*])(C)C)cc3C)c2)c(C)c1,,,,,,,,,,,-10.27572413,-8.619788758,,-8.431798276,-10.16749109,-9.455931956,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(-c4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,,,,,,,,,,,-9.991399828,-8.71219827,,,-10.01278077,-9.322393047,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,,,,,,,,,,,-9.958607315,-8.698970004,-8.283996656,,-9.958607315,-9.251811973,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4cc(C)c(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,,,,,,,,,-5.943095149,,-10.76955108,-9.2644011,-8.66756154,,-10.7212464,-9.809668302,,,-7.853871964,,,,,,,,,,-1.909449541,
[*]c1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,,,,,,,,,,,-9.522878745,-8.124938737,-7.899629455,-7.946921557,-9.397940009,-8.744727495,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,,,,,,,,,,,-10.04048162,-8.677780705,,-8.387216143,-9.974694135,-9.251811973,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)cc4C3=O)cc2)c(C)c1,,,,,,,,-6.619788758,,,,,,,,,,-7.102922997,,,,,,,,,,-0.483315814,,
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c(C)c1,,,,,,,-5.677780705,,,,,,,,,,-6.759450752,,,,,,,,,,-1.081140695,,,
[*]c1cc(C)c(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12c(C)cc(C([*])(C)C)cc%12C)cc%11)cc%10C9=O)cc8)cc7)CC7CC6C6CCCC76)cc5)cc3)C4=O)cc2)c(C)c1,,,,,,,-6.555955204,,,,,,,,,,-7.657577319,,,,,,,,,,-1.102276946,,,
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4C)cc3)cc2)c(C)c1,-8.187086643,-7.186419011,,,-7.663540266,-7.22184875,,-6.400116928,,-6.181114585,-10.22184875,-8.879426069,,-8.494850022,-10.24412514,-9.494850022,,-7.033389013,,-7.958607315,-2.034762117,-1.693007051,,,-2.580584896,-2.273001299,-1.222708243,-0.633188199,-2.000880251,-1.777229466
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,-8.428291168,-7.625251654,,,-8.040958608,-7.387216143,-8.408935393,-7.228412519,-7.772113295,-6.669586227,-10.55284197,-9.15490196,-8.698970004,-8.677780705,-10.55284197,-9.744727495,-9.739928612,-7.943095149,-9.866461092,-8.521433504,-2.124550824,-1.529650306,,,-2.511883372,-2.357511342,-1.330170685,-0.713307878,-2.093055542,-1.851608745
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,-7.555955204,-6.815308569,,,-7.346787486,-6.823908741,-8.239577517,-8.048176965,-7.449771647,-7.17327748,-9.522878745,-8.142667504,-7.899629455,-7.946921557,-9.397940009,-8.744727495,-9.406713933,-8.57024772,-9.350665141,-8.869666232,-1.966923537,-1.32735893,,,-2.051152517,-1.920818754,-1.167129037,-0.522534291,-1.900853891,-1.697727551
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c2)c(C)c1,,,,,,,,,,,,-8.091514981,,-7.821023053,-9.227678293,-8.853871964,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,-8.140861703,-7.000869459,,,-7.681936665,-7.096910013,-8.640164518,-7.761953897,-7.777283529,-7.312471039,-10.03105032,-8.677780705,,-8.387216143,-9.966576245,-9.251811973,-9.924453039,-8.448550002,-9.826813732,-9.133122186,-1.89018861,-1.67691125,,,-2.284639554,-2.15490196,-1.283200781,-0.687024041,-2.050406752,-1.820716279
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c2)c(C)c1,,,,,,,,,,,,-8.522878745,,-8.180456064,-9.823908741,-9.070581074,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-8.05207638,-6.928117993,,,-7.645891561,,-8.879426069,-6.801342913,-7.707743929,,-9.896196279,-8.49757288,,-8.443697499,-9.454692884,-9.454692884,-10.08039898,-7.324221658,-9.669586227,,-1.844119886,-1.56945488,,,-1.808801335,,-1.201180503,-0.521056196,-1.961553869,-1.747969243
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,,,,,,,,,,,-10.64781748,-9.11407366,-8.772113295,,-10.67778071,-9.809668302,,,,,,,,,,,,,,
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc4cc(S(=O)(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5)ccc4c3)cc2)c(C)c1,,,,,,,,-6.55129368,,,,,,,,,,-7.033389013,,,,,,,,,,-0.482105301,,
[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2,-9.0,-7.467245621,,,,,-8.13076828,-6.714442691,,,-10.71896663,-9.146301788,-8.527243551,-8.920818754,-10.54060751,-9.714442691,-8.906578315,-6.619788758,,,-1.718966633,-1.679056176,,,,,-0.776229258,0.094459706,-1.557057163,-1.37933317
[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C)c1-2,,,,,,,,,,,-9.600326279,-8.040958608,-7.747146969,,-9.289036881,-8.628932138,,,,,,,,,,,,,,
[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2,,,,,,,,,,,-10.58838029,-8.863279433,-8.342944147,,,,,,,,,,,,,,,,,
[*]c1cc(CCCCCCCCCCCC)c([*])s1,,,,,,,,,,,,-8.054531415,,,-9.026872146,-8.694648631,,,,,,,,,,,,,,
[*]c1cc(Cl)c(OC(=O)Oc2c(Cl)cc(C([*])(C)C)cc2Cl)c(Cl)c1,-8.616184634,-7.55129368,,-5.216096421,-8.113509275,-7.530177984,-8.411168274,-7.436518915,-9.560667306,-7.375717904,-10.64975198,-9.175874166,,-8.562249437,-10.4436975,-9.638272164,-9.640164518,-7.978810701,-11.50031292,-9.079354999,-2.033567364,-1.624580482,,-3.346152915,-2.330188194,-2.108094189,-1.229568147,-0.54153945,-1.93951392,-1.703481288
[*]c1cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3C2=O)c(C(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1C(=O)OCC1c2ccccc2-c2ccccc21,,,,,,,,,,,,-10.1655793,-9.246416941,,-11.82390874,-10.74714697,,,,,,,,,,,,,,
[*]c1cc(OCCCCCCC)c([*])s1,,,,,,,,,-5.804100348,,,,,,,,,,-8.449771647,,,,,,,,,,-2.645307962,
[*]c1cc2c(cc1C)-c1c(C)cc(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1S2(=O)=O,,,,,,,,,,,-9.70333481,-8.040958608,-7.806875402,,-9.43062609,-8.725842151,,,,,,,,,,,,,,
[*]c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc1S2(=O)=O,,,,,,,,,,,-10.84771166,-9.216811309,-8.549750892,-8.920818754,-10.54060751,-9.714442691,,,,,,,,,,,,,,
[*]c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1S2(=O)=O,,,,,,,,,,,-9.826813732,-8.252588192,,-7.982966661,-9.549750892,-8.847711656,,,,,,,,,,,,,,
[*]c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(O)cc21,,,,,,,,,,,-9.113509275,-7.70333481,-7.721246399,,-8.515700161,-9.161150909,,,,,,,,,,,,,,
[*]c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)cc21,,,,,,,,,,,-9.040958608,-7.580044252,-7.586700236,,-8.966576245,-8.344861565,,,,,,,,,,,,,,
[*]c1cc2c(cc1Oc1ccc(C(C)(C)C)cc1)C(=O)N(Cc1ccc(Oc3ccc(N4C(=O)c5cc([*])c(Oc6ccc(C(C)(C)C)cc6)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-9.500312917,-8.067526235,,,-9.530177984,-8.946921557,,,,,,,,,,,,,,
[*]c1cc2c(cc1Oc1ccc(C)cc1)C(=O)N(Cc1ccc(Oc3ccc(N4C(=O)c5cc([*])c(Oc6ccc(C)cc6)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-9.838631998,-8.356547324,,,-9.903089987,-9.301899454,,,,,,,,,,,,,,
[*]c1cc2c(cc1Oc1ccccc1)C(=O)N(Cc1ccc(Cc3ccc(N4C(=O)c5cc([*])c(Oc6ccccc6)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-10.07058107,-8.537602002,,,-10.13667714,-9.473660723,,,,,,,,,,,,,,
[*]c1cc2c(cc1Oc1ccccc1)C(=O)N(Cc1ccc(Oc3ccc(N4C(=O)c5cc([*])c(Oc6ccccc6)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-10.07058107,-8.521433504,,,-10.08092191,-9.444905551,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(Oc6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,,,,,,,,-6.360513511,,,,,,,,,,-6.910094889,,,,,,,,,,-0.550810434,,
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc%10c(c9)C(=O)C(c9ccc(-c%11ccc([*])cc%11C(=O)c%11ccccc%11)cc9C(F)(F)F)C%10=O)cc8C(=O)c8ccccc8)c(C(=O)c8ccccc8)c7)c(C(=O)c7ccccc7)c6)cc5C(=O)c5ccccc5)c(C(=O)c5ccccc5)c4)c(C(=O)c4ccccc4)c3)c(C(=O)c3ccccc3)c2)c(C(=O)c2ccccc2)c1,,,,,,,,,,,-10.88605665,-9.442492798,-9.000869459,,-10.92081875,-10.1079054,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(-c3ccc(C([*])(c4ccccc4)C(F)(F)F)cc3)cc2)cc1,,,,,,,,,,-5.863279433,-8.886056648,-7.657577319,-7.899629455,-8.086186148,-9.045757491,-8.494850022,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(-c3ccc(Oc4ccc(Sc5ccc(Oc6ccc([*])cc6C(F)(F)F)cc5)cc4)c(C(F)(F)F)c3)cc2)cc1,,,,,,,-6.832682665,,,,,,,,,,-8.270025714,,,,,,,,,,-1.437108935,,,
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,-9.369572125,-7.950781977,,,,-7.016373713,,,,,,,,,,,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n([*])c(=O)c8cc6oc5cc43)CC7(C)C)cc2C(F)(F)F)c(C(F)(F)F)c1,,,,,,,,,,,-8.698970004,-7.37675071,-7.522878745,-7.688246139,-8.795880017,-8.193820026,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(C([*])(C(F)(F)F)C(F)(F)F)cc2)cc1,,,,,,,,,,,-8.468521083,-7.327902142,-7.327902142,-7.408935393,-8.387216143,-7.920818754,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(C([*])(c3ccccc3)C(F)(F)F)cc2)cc1,,,,,,,,,,,-9.0,-7.779891912,-7.943095149,-8.075720714,-9.180456064,-8.602059991,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(C3([*])OC(=O)c4ccccc43)cc2)cc1,,,,,,,,,,,-9.540607512,-8.142667504,-8.13076828,,-9.621602099,-8.958607315,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)S(=O)(=O)c3cc4c(cc3S5(=O)=O)C(=O)N([*])C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,,,,,,,,,,,-9.91721463,-8.408935393,-8.236572006,,-9.876148359,-9.180456064,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(-n8c(=O)c9cc%10c(=O)n([*])c(=O)c%10cc9c8=O)cc7)cc6C(F)(F)F)cc5)C(=O)N(c5ccccc5)c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,,,,,,,,,,,-10.10237291,-8.402304814,,,-9.920818754,-9.118045029,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(-n8c(=O)c9cc%10c(=O)n([*])c(=O)c%10cc9c8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,,,,,,,,,,,-10.02687215,-8.442492798,,,-10.02227639,-9.20481541,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc(S([*])(=O)=O)cc2)cc1,-8.806875402,-7.876148359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[*]c1ccc(-c2ccc3c(c2)C(=O)C(c2ccc(-c4ccc5c(c4)C(=O)C(c4ccc(-c6ccc7c(c6)C(=O)C(c6ccc([*])cc6C(F)(F)F)C7=O)cc4C(F)(F)F)C5=O)cc2C(F)(F)F)C3=O)c(C(=O)c2ccccc2)c1,,,,,,,,,,,-10.4436975,-8.869666232,-8.625251654,,-10.30980392,-9.576754126,,,,,,,,,,,,,,
[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1,,,,,,,-6.356547324,,,,,,,,,,-7.567030709,,,,,,,,,,-1.210095535,,,
[*]c1ccc(-c2nc3cc(-c4ccc5nc([*])[nH]c5c4)ccc3[nH]2)cc1,,,,,,,,,,,,,-10.79588002,,,-12.39794001,,,,,,,,,,,,,,
